area,area_code,area_name,year,sort,category,MYE
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,12,Rest of world Outflows,491
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,13,Rest of world Net,682
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,14,Total Inflows,3898
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,15,Total Outflows,3324
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,16,Total Net,574
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,17,Other changes,-359
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,18,Migration and other changes,215
2. Local Government Districts (LGD2014),N09000006,Fermanagh and Omagh,2005/2006,19,End population,109344
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,1,Starting population,127043
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,2,Births,1574
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,3,Deaths,1001
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,4,Natural Change,573
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,5,Internal Inflows,4636
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,6,Internal Outflows,4036
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,7,Internal Net,600
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,8,United Kingdom Inflows,932
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,9,United Kingdom Outflows,1011
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,10,United Kingdom Net,-79
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,11,Rest of world Inflows,719
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,12,Rest of world Outflows,422
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,13,Rest of world Net,297
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,14,Total Inflows,6287
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,15,Total Outflows,5469
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,16,Total Net,818
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,17,Other changes,-249
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,18,Migration and other changes,569
2. Local Government Districts (LGD2014),N09000007,Lisburn and Castlereagh,2005/2006,19,End population,128185
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,1,Starting population,130980
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,2,Births,1631
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,3,Deaths,1167
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,4,Natural Change,464
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,5,Internal Inflows,2770
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,6,Internal Outflows,2527
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,7,Internal Net,243
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,8,United Kingdom Inflows,850
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,9,United Kingdom Outflows,840
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,10,United Kingdom Net,10
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,11,Rest of world Inflows,807
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,12,Rest of world Outflows,455
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,13,Rest of world Net,352
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,14,Total Inflows,4427
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,15,Total Outflows,3822
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,16,Total Net,605
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,17,Other changes,-28
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,18,Migration and other changes,577
2. Local Government Districts (LGD2014),N09000008,Mid and East Antrim,2005/2006,19,End population,132021
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,1,Starting population,124885
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,2,Births,1864
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,3,Deaths,938
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,4,Natural Change,926
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,5,Internal Inflows,2114
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,6,Internal Outflows,2199
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,7,Internal Net,-85
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,8,United Kingdom Inflows,588
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,9,United Kingdom Outflows,484
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,10,United Kingdom Net,104
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,11,Rest of world Inflows,2361
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,12,Rest of world Outflows,558
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,13,Rest of world Net,1803
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,14,Total Inflows,5063
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,15,Total Outflows,3241
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,16,Total Net,1822
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,17,Other changes,29
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,18,Migration and other changes,1851
2. Local Government Districts (LGD2014),N09000009,Mid Ulster,2005/2006,19,End population,127662
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,1,Starting population,160453
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,2,Births,2288
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,3,Deaths,1208
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,4,Natural Change,1080
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,5,Internal Inflows,2784
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,6,Internal Outflows,2690
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,7,Internal Net,94
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,8,United Kingdom Inflows,1100
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,9,United Kingdom Outflows,856
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,10,United Kingdom Net,244
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,11,Rest of world Inflows,1609
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,12,Rest of world Outflows,519
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,13,Rest of world Net,1090
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,14,Total Inflows,5493
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,15,Total Outflows,4065
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,16,Total Net,1428
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,17,Other changes,-238
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,18,Migration and other changes,1190
2. Local Government Districts (LGD2014),N09000010,"Newry, Mourne and Down",2005/2006,19,End population,162723
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,1,Starting population,152233
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,2,Births,1708
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,3,Deaths,1392
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,4,Natural Change,316
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,5,Internal Inflows,2886
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,6,Internal Outflows,2159
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,7,Internal Net,727
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,8,United Kingdom Inflows,1513
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,9,United Kingdom Outflows,1302
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,10,United Kingdom Net,211
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,11,Rest of world Inflows,706
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,12,Rest of world Outflows,439
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,13,Rest of world Net,267
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,14,Total Inflows,5105
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,15,Total Outflows,3900
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,16,Total Net,1205
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,17,Other changes,-266
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,18,Migration and other changes,939
2. Local Government Districts (LGD2014),N09000011,Ards and North Down,2005/2006,19,End population,153488
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,1,Starting population,133216
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,2,Births,1945
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,3,Deaths,1089
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,4,Natural Change,856
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,5,Internal Inflows,4482
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,6,Internal Outflows,4079
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,7,Internal Net,403
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,8,United Kingdom Inflows,806
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,9,United Kingdom Outflows,753
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,10,United Kingdom Net,53
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,11,Rest of world Inflows,1359
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,12,Rest of world Outflows,1100
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,13,Rest of world Net,259
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,14,Total Inflows,6647
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,15,Total Outflows,5932
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,16,Total Net,715
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,17,Other changes,-31
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,18,Migration and other changes,684
2. Local Government Districts (LGD2014),N09000001,Antrim and Newtownabbey,2006/2007,19,End population,134756
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,1,Starting population,187196
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,2,Births,2894
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,3,Deaths,1395
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,4,Natural Change,1499
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,5,Internal Inflows,3711
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,6,Internal Outflows,3207
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,7,Internal Net,504
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,8,United Kingdom Inflows,1072
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,9,United Kingdom Outflows,907
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,10,United Kingdom Net,165
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,11,Rest of world Inflows,2292
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,12,Rest of world Outflows,929
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,13,Rest of world Net,1363
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,14,Total Inflows,7075
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,15,Total Outflows,5043
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,16,Total Net,2032
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,17,Other changes,-222
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,18,Migration and other changes,1810
2. Local Government Districts (LGD2014),N09000002,"Armagh City, Banbridge and Craigavon",2006/2007,19,End population,190505
2. Local Government Districts (LGD2014),N09000003,Belfast,2006/2007,1,Starting population,325985
2. Local Government Districts (LGD2014),N09000003,Belfast,2006/2007,2,Births,4310
